task_id,parent_id,phase,title,goal,owner_lane,owner_agent,helper_id,model_tag,agent_runtime,shell_mode,repo_target,repo_path,filesystem_scope,input_files,target_files,target_artifacts,allowed_paths,blocked_paths,depends_on,blocks,parallel_group,can_run_parallel,max_parallel,start_after,priority,status,execution_cell,required_tools,command_template,verification_command,completion_gate,proof_required,proof_uri,heartbeat_file,logs_uri,rollback_plan,risk_level,human_approval_required,notes,anchor_binding,needs_capability_probe,probe_class,source_graph_uri
DIAGRAM-D16_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D16: #### D16 — RuVector cognition loop,Mermaid atlas entry D16 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d16_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d16_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,615,pending,atlas,shell,grep -Fq '#### D16' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D16' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D16_ATLAS_ENTRY.proof.json,state/DIAGRAM-D16_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D16_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":34234,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""8015928f57a7a4dbb46a754f004546632271cc8cde81fab0eaaa005cfb4087b8""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D17_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D17: #### D17 — COW, MinCut, witness, promotion, and rollback",Mermaid atlas entry D17 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d17_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d17_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,616,pending,atlas,shell,grep -Fq '#### D17' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D17' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D17_ATLAS_ENTRY.proof.json,state/DIAGRAM-D17_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D17_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":34879,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""40b8428d3365853df3e61faad19220b1ddb5d066e9809bce80654062ea45dcae""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D18_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D18: #### D18 — Edge inference, memory, learning, and forecasting",Mermaid atlas entry D18 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d18_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d18_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,617,pending,atlas,shell,grep -Fq '#### D18' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D18' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D18_ATLAS_ENTRY.proof.json,state/DIAGRAM-D18_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D18_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":35523,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""45d2d290789dcfbdb7e89744c97cd9936202bbaa382021106ee181c8e9a1c7cf""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D19_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D19: #### D19 — Tenant, identity, branch, lease, commit, and witness continuity",Mermaid atlas entry D19 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d19_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d19_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,618,pending,atlas,shell,grep -Fq '#### D19' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D19' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D19_ATLAS_ENTRY.proof.json,state/DIAGRAM-D19_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D19_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":36245,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""ce00bc5ee6cac461c782cdfa3a83ec6b768be0577ff5cc8bbacd58def0025159""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D20_ATLAS_ENTRY,ATLAS,00-atlas,Atlas D20: #### D20 — Secret lifecycle and audit,Mermaid atlas entry D20 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d20_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d20_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,619,pending,atlas,shell,grep -Fq '#### D20' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D20' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D20_ATLAS_ENTRY.proof.json,state/DIAGRAM-D20_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D20_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":36901,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""b1f390bd2c5350911e6fa1fabb8c8dd44a29a0998c5025741741be3e5d0e26ce""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D21_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D21: #### D21 — Repository, memory, task, context, and runner coordination",Mermaid atlas entry D21 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d21_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d21_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,620,pending,atlas,shell,grep -Fq '#### D21' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D21' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D21_ATLAS_ENTRY.proof.json,state/DIAGRAM-D21_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D21_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":37474,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""4bbf54d9070e8e451d0e678419466c9e10cde6a0fe817a64a0a29d6f5d02ee4e""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D22_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D22: #### D22 — Import, transformation, export, and reconstruction loop",Mermaid atlas entry D22 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d22_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d22_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,621,pending,atlas,shell,grep -Fq '#### D22' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D22' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D22_ATLAS_ENTRY.proof.json,state/DIAGRAM-D22_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D22_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":38324,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""ad0eabdf644bfb5a3f142592b03c84a88149a54119fd8cf279a86ced843ce89a""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D23_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D23: #### D23 — Build, release, activation, reload, and rollback",Mermaid atlas entry D23 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d23_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d23_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,622,pending,atlas,shell,grep -Fq '#### D23' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D23' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D23_ATLAS_ENTRY.proof.json,state/DIAGRAM-D23_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D23_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":39002,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""018930f826074570ef64d272203fad874ba5f3763e7a87f286b111cc5d367a9f""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
DIAGRAM-D24_ATLAS_ENTRY,ATLAS,00-atlas,"Atlas D24: #### D24 — WAL, replication, PITR, restore, and reconstruction",Mermaid atlas entry D24 must remain present (anchor rule 21 forbids narrowing the atlas).,lane_f_anchor,anchor-agent,helper-diagram-d24_atlas_entry,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/diagram-d24_atlas_entry/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_atlas,true,8,,623,pending,atlas,shell,grep -Fq '#### D24' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '#### D24' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/DIAGRAM-D24_ATLAS_ENTRY.proof.json,state/DIAGRAM-D24_ATLAS_ENTRY.heartbeat.json,logs/DIAGRAM-D24_ATLAS_ENTRY.log,Read-only probe; nothing to roll back.,medium,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":39724,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""fa9cd2d6ead4fbd1e1289afe92ac4c4745721be95e7947c66ce9fabcca04c3f0""}",false,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
INV-001_OPERATIONAL_INVARIANT,INVARIANTS,00-invariants,Invariant 1: PostgreSQL/RuVector contains host ALL data and remains the Swarm Primary Runtime.,"Prove operational invariant 1 holds against the live system. Shipped evidence only: a design document, a proposed ADR, or an intent to build never satisfies this probe.",lane_e_invariants,invariant-agent,helper-invariant-01,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/inv-001/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,invariant_database-primary-runtime,true,6,,101,pending,database-primary-runtime,psql,"PSQL=""$(command -v psql || echo ""$(dirname ""$(readlink -f /proc/$(head -1 /home/flexnetos/meta/var/lib/postgresql/17/postmaster.pid 2>/dev/null)/exe 2>/dev/null)"")/psql"")""; test -x ""$PSQL"" && ""$PSQL"" 'postgresql:///lifeos?host=/home/flexnetos/meta/var/run/postgresql' -tAc 'select extensions.ruvector_version()'","PSQL=""$(command -v psql || echo ""$(dirname ""$(readlink -f /proc/$(head -1 /home/flexnetos/meta/var/lib/postgresql/17/postmaster.pid 2>/dev/null)/exe 2>/dev/null)"")/psql"")""; test -x ""$PSQL"" && ""$PSQL"" 'postgresql:///lifeos?host=/home/flexnetos/meta/var/run/postgresql' -tAc 'select 1 from pg_extension where extname=$$ruvector$$' | grep -q 1",probe exits 0 against the live system; a non-zero exit is a real invariant violation and must not be recorded as pending or proposed,true,proof_records/INV-001_OPERATIONAL_INVARIANT.proof.json,state/INV-001_OPERATIONAL_INVARIANT.heartbeat.json,logs/INV-001_OPERATIONAL_INVARIANT.log,Read-only probe; nothing to roll back.,critical,false,Extracted structurally from the anchor's acceptance-invariant list. Anchor invariant sha256=da29d752b46fc12b54be89b693728ce2944ae8cd8205b6f45976e90794baaeaa; anchor document sha256=78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee.,"{""byte_offset"":969227,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""invariant_number"":1,""invariant_sha256"":""da29d752b46fc12b54be89b693728ce2944ae8cd8205b6f45976e90794baaeaa""}",,,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
INV-002_OPERATIONAL_INVARIANT,INVARIANTS,00-invariants,"Invariant 2: PostgreSQL/RuVector actively issues state, policy, tasks, leases, grants, branches, routes, gates, promotio...","Prove operational invariant 2 holds against the live system. Shipped evidence only: a design document, a proposed ADR, or an intent to build never satisfies this probe.",lane_e_invariants,invariant-agent,helper-invariant-02,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/inv-002/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,invariant_database-primary-runtime,true,6,,102,pending,database-primary-runtime,psql,"PSQL=""$(command -v psql || echo ""$(dirname ""$(readlink -f /proc/$(head -1 /home/flexnetos/meta/var/lib/postgresql/17/postmaster.pid 2>/dev/null)/exe 2>/dev/null)"")/psql"")""; test -x ""$PSQL"" && test ""$(""$PSQL"" 'postgresql:///lifeos?host=/home/flexnetos/meta/var/run/postgresql' -tAc ""select count(*) from information_schema.tables where table_schema not in ('pg_catalog','information_schema')"")"" -gt 0","PSQL=""$(command -v psql || echo ""$(dirname ""$(readlink -f /proc/$(head -1 /home/flexnetos/meta/var/lib/postgresql/17/postmaster.pid 2>/dev/null)/exe 2>/dev/null)"")/psql"")""; test -x ""$PSQL"" && ""$PSQL"" 'postgresql:///lifeos?host=/home/flexnetos/meta/var/run/postgresql' -tAc 'select pg_database_size(current_database())' | grep -qE '^[0-9]+$'",probe exits 0 against the live system; a non-zero exit is a real invariant violation and must not be recorded as pending or proposed,true,proof_records/INV-002_OPERATIONAL_INVARIANT.proof.json,state/INV-002_OPERATIONAL_INVARIANT.heartbeat.json,logs/INV-002_OPERATIONAL_INVARIANT.log,Read-only probe; nothing to roll back.,high,false,Extracted structurally from the anchor's acceptance-invariant list. Anchor invariant sha256=3a759f8580d1b3230600cb3d31a10610ee9a99e60db10481a6f19a26d30f6e91; anchor document sha256=78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee.,"{""byte_offset"":969312,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""invariant_number"":2,""invariant_sha256"":""3a759f8580d1b3230600cb3d31a10610ee9a99e60db10481a6f19a26d30f6e91""}",,,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
INV-003_OPERATIONAL_INVARIANT,INVARIANTS,00-invariants,"Invariant 3: External users, interfaces, buffers, terminals, filesystems, processes, networks, compilers, runners, model...","Prove operational invariant 3 holds against the live system. Shipped evidence only: a design document, a proposed ADR, or an intent to build never satisfies this probe.",lane_e_invariants,invariant-agent,helper-invariant-03,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/inv-003/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,invariant_execution-surfaces,true,6,,103,pending,execution-surfaces,envctl,envctl --version,command -v envctl,probe exits 0 against the live system; a non-zero exit is a real invariant violation and must not be recorded as pending or proposed,true,proof_records/INV-003_OPERATIONAL_INVARIANT.proof.json,state/INV-003_OPERATIONAL_INVARIANT.heartbeat.json,logs/INV-003_OPERATIONAL_INVARIANT.log,Read-only probe; nothing to roll back.,medium,false,Extracted structurally from the anchor's acceptance-invariant list. Anchor invariant sha256=99a32bebb89ea3a77fd2691dbd4927b5cf3b820028c48a2989564d04b42e56c8; anchor document sha256=78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee.,"{""byte_offset"":969451,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""invariant_number"":3,""invariant_sha256"":""99a32bebb89ea3a77fd2691dbd4927b5cf3b820028c48a2989564d04b42e56c8""}",,,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
INV-004_OPERATIONAL_INVARIANT,INVARIANTS,00-invariants,"Invariant 4: The Tauri/Svelte LifeOS Glass embeds the real `yzx enter`/Zellij Yazelix Engine through a PTY, and every ac...","Prove operational invariant 4 holds against the live system. Shipped evidence only: a design document, a proposed ADR, or an intent to build never satisfies this probe.",lane_e_invariants,invariant-agent,helper-invariant-04,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/inv-004/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,invariant_glass-engine-frontdoor,true,6,,104,pending,glass-engine-frontdoor,python3,"test -f src/App.svelte && python3 -c ""import json,sys; d=json.load(open('package.json')); sys.exit(0 if any('svelte' in k for k in {**d.get('dependencies',{}),**d.get('devDependencies',{})}) else 1)""",grep -rqE 'App\.svelte' src/main.ts src/main.js 2>/dev/null || grep -rq 'svelte' vite.config.ts,probe exits 0 against the live system; a non-zero exit is a real invariant violation and must not be recorded as pending or proposed,true,proof_records/INV-004_OPERATIONAL_INVARIANT.proof.json,state/INV-004_OPERATIONAL_INVARIANT.heartbeat.json,logs/INV-004_OPERATIONAL_INVARIANT.log,Read-only probe; nothing to roll back.,high,false,Extracted structurally from the anchor's acceptance-invariant list. Anchor invariant sha256=24dd53f686ffa4e3b0d2fcb45c62cc2f4e2c7519b5f71d1c9220af6d4dc3e5f1; anchor document sha256=78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee.,"{""byte_offset"":969636,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""invariant_number"":4,""invariant_sha256"":""24dd53f686ffa4e3b0d2fcb45c62cc2f4e2c7519b5f71d1c9220af6d4dc3e5f1""}",,,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
